Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
13404,1.01,Premium,F,VVS2,59.9,58.0,6.54,6.49,3.9,8905
9555,0.63,Ideal,D,SI1,62.0,56.0,5.55,5.48,3.42,1992
2989,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
16636,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
9207,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
5742,0.5,Very Good,D,SI2,58.9,60.0,5.2,5.23,3.07,1123
2689,1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
16647,0.8,Ideal,E,VS1,61.8,56.0,5.92,5.96,3.67,5007
18854,0.32,Ideal,D,SI2,59.5,57.0,4.5,4.47,2.67,612
4316,0.32,Good,G,VS2,56.7,64.0,4.52,4.55,2.57,603
23097,0.31,Premium,I,SI1,60.1,59.0,4.41,4.38,2.64,537
10296,0.9,Fair,H,VS2,64.7,58.0,5.98,6.01,3.88,3697
12749,0.2,Premium,E,VS2,59.8,62.0,3.79,3.77,2.26,367
5812,0.3,Ideal,H,VS2,62.1,57.0,4.27,4.3,2.66,491
16673,0.4,Ideal,D,VVS2,62.0,56.0,4.71,4.74,2.93,1263
13635,1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,4836
15645,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,2843
1713,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,1224
5188,1.67,Premium,H,SI1,59.4,61.0,7.78,7.73,4.61,11248
15559,2.07,Premium,E,SI2,61.4,58.0,8.24,8.19,5.04,13786
15745,1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
11628,0.3,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64,464
2681,1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
20235,1.01,Good,E,SI2,63.3,58.0,6.29,6.35,4.0,4149
1047,0.53,Good,E,VS2,58.6,62.0,5.26,5.32,3.1,1422
4947,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
18009,1.38,Ideal,H,VS1,63.6,56.0,7.05,7.0,4.47,8037
15079,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
26230,0.33,Ideal,E,VS2,,57.0,4.44,4.41,2.75,928
10039,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,14925
15147,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
11948,0.5,Very Good,E,SI2,62.4,57.0,5.03,5.07,3.15,1154
7324,1.22,Ideal,H,VS2,61.3,56.0,6.85,6.88,4.21,8596
15634,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,468
959,1.19,Ideal,D,SI2,60.4,55.0,6.91,6.89,4.17,5504
13160,0.23,Ideal,H,VS1,61.2,55.0,3.94,3.97,2.42,423
21489,2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02,16642
17434,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2681
15652,0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69,743
22599,0.54,Good,H,VS2,63.2,55.0,5.2,5.24,3.3,1338
10583,0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,593
19399,0.54,Ideal,E,VS1,62.0,56.0,5.17,5.25,3.23,1939
2992,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
7022,0.39,Ideal,J,VS2,61.4,57.0,4.72,4.66,2.88,746
25936,1.21,Ideal,F,SI2,61.8,57.0,6.82,6.87,4.23,5996
8126,0.4,Ideal,E,SI1,62.2,54.0,4.74,4.78,2.96,673
26213,0.32,Premium,H,SI2,60.4,59.0,4.42,4.39,2.66,504
23644,1.23,Premium,G,SI2,58.9,62.0,7.03,6.97,4.12,4408
20776,0.55,Ideal,G,SI1,60.8,56.0,5.3,5.36,3.24,1429
23508,0.73,Ideal,G,VS2,60.2,55.0,5.85,5.9,3.54,3389
5566,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
5432,0.39,Ideal,F,VVS2,61.2,56.0,4.7,4.75,2.89,987
2858,0.35,Premium,G,VVS1,61.8,57.0,4.53,4.5,2.79,1103
10344,0.24,Very Good,E,VS2,63.5,53.0,3.96,3.98,2.52,419
23158,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98,798
5779,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403
20481,0.51,Premium,E,VS2,60.3,59.0,5.2,5.22,3.14,1656
17438,0.64,Ideal,H,SI2,60.8,56.0,5.57,5.61,3.4,1125
22107,0.87,Very Good,D,SI1,60.2,60.0,6.12,6.17,3.7,3664
26347,0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
2581,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1168
5837,0.55,Ideal,F,VS1,60.5,57.0,5.3,5.34,3.22,2119
196,0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,3421
6341,0.31,Ideal,F,SI1,62.3,56.0,4.38,4.35,2.72,707
20358,2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,14763
26820,0.38,Ideal,E,VVS2,60.9,56.0,4.71,4.68,2.06,1068
21261,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1333
13405,1.02,Premium,H,SI2,59.8,59.0,6.54,6.5,3.9,4284
4709,0.9,Very Good,H,SI1,61.0,59.0,6.11,6.16,3.74,3447
25903,0.3,Premium,H,VS2,61.1,61.0,4.32,4.29,2.63,608
8127,1.51,Ideal,I,SI1,61.1,59.0,7.4,7.37,4.51,8342
1874,0.33,Ideal,E,SI1,61.2,56.0,4.46,4.49,2.74,702
10502,0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23,1585
9836,0.43,Very Good,F,SI1,62.9,59.0,4.79,4.84,3.03,792
13333,0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,854
2289,0.52,Ideal,G,SI1,61.2,55.0,5.2,5.23,3.19,1675
7714,0.96,Very Good,D,SI2,60.0,60.0,6.43,6.47,3.87,4060
18144,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21,12375
2658,0.72,Premium,I,VS2,60.9,60.0,5.8,5.76,3.52,2333
19355,1.12,Premium,H,SI1,61.6,59.0,6.67,6.63,4.1,5363
2421,1.0,Premium,F,SI2,61.5,60.0,6.35,6.33,3.9,4340
12654,1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
3356,0.73,Ideal,E,VS1,62.5,57.0,5.73,5.76,3.59,3235
16224,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4719
15879,0.3,Ideal,I,SI2,62.0,55.0,4.32,4.33,2.68,360
11625,1.03,Ideal,F,VVS1,62.1,56.3,6.43,6.5,4.02,10619
1225,0.41,Premium,G,SI1,62.5,58.0,4.78,4.75,2.98,923
8017,0.59,Ideal,E,VVS2,61.8,57.0,5.35,5.4,3.32,3026
24500,1.87,Premium,I,SI2,60.3,61.0,7.95,7.91,4.78,11105
4066,1.13,Ideal,G,VS1,61.7,54.0,6.77,6.71,4.16,7404
312,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
22407,1.01,Very Good,F,SI1,62.7,57.0,6.32,6.38,3.98,5174
19563,1.12,Premium,J,VS2,58.6,58.0,6.85,6.81,4.0,4422
12420,1.2,Premium,G,SI1,62.5,60.0,6.74,6.68,4.21,5868
21498,1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,14429
22458,0.72,Good,F,SI1,64.0,61.0,5.67,5.62,3.61,2563
8047,0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
4871,1.05,Very Good,H,SI1,,56.0,6.51,6.47,4.1,5027
25317,0.41,Good,G,I1,63.8,56.0,4.7,4.74,3.01,467
14005,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,1127
21319,0.36,Premium,F,VS2,61.4,58.0,4.56,4.6,2.81,726
20160,2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85,6344
15600,0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
1788,0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
20538,0.39,Ideal,D,VVS2,60.0,56.0,4.79,4.77,2.87,1088
14073,0.3,Ideal,E,VVS1,62.6,54.0,4.3,4.33,2.7,838
8796,0.3,Very Good,J,VS2,61.6,61.0,4.28,4.33,2.65,368
24385,0.3,Ideal,E,VVS2,61.6,58.0,4.28,4.33,2.65,766
12250,1.21,Premium,J,VS1,,60.0,6.99,6.9,4.13,5556
12904,0.71,Premium,E,SI1,58.9,61.0,5.79,5.75,3.4,2329
8950,0.9,Very Good,D,SI1,62.8,59.0,6.06,6.1,3.82,4068
2593,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.52,2.83,810
8992,0.7,Very Good,G,VVS2,60.0,60.0,5.78,5.85,3.49,3235
24322,0.7,Ideal,I,VS2,62.0,54.1,5.7,5.73,3.55,2240
1017,0.3,Very Good,E,VS2,62.6,62.0,4.21,4.25,2.65,614
13877,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,453
1780,0.5,Ideal,E,SI1,60.1,57.0,5.14,5.27,3.13,1410
25484,1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45,16779
8314,1.03,Ideal,I,VS1,62.4,57.0,6.48,6.4,4.02,4199
19182,1.03,Ideal,H,SI1,59.8,57.0,6.64,6.57,3.95,5018
16128,0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87,902
26302,0.52,Good,F,VS2,63.6,56.0,5.12,5.07,3.24,1605
14117,1.01,Good,F,VS2,63.1,60.0,6.36,6.39,4.02,6416
17872,1.7,Very Good,D,SI2,60.8,59.0,7.76,7.83,4.75,11431
13163,0.3,Ideal,D,VS1,62.8,57.0,4.27,4.3,2.69,742
13942,0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,984
11235,2.03,Fair,G,SI2,64.9,59.0,7.85,7.99,5.14,14687
7655,0.31,Ideal,D,VS2,61.2,55.0,4.42,4.37,2.69,942
2065,0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2907
7782,0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,5023
1932,0.27,Very Good,E,SI1,61.2,57.0,4.2,4.23,2.58,407
3604,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,6224
5353,1.54,Ideal,J,VVS2,62.8,58.0,7.32,7.37,4.61,9171
3209,0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45,2596
23966,0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,878
15468,0.38,Good,D,VS2,64.1,55.0,4.58,4.62,2.95,809
1158,0.42,Premium,E,VS1,62.2,59.0,4.79,4.76,2.97,1181
3777,0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,1875
11237,0.91,Ideal,E,SI2,60.8,56.0,6.25,6.29,3.81,3968
3820,0.7,Very Good,I,VVS1,58.8,61.0,5.78,5.82,3.41,2389
26177,1.0,Premium,E,SI2,60.5,61.0,6.38,6.31,3.84,4077
17196,2.06,Very Good,J,VS2,62.6,58.0,8.05,8.08,5.05,14119
16262,1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917
23340,0.71,Ideal,E,SI1,62.0,56.0,5.72,5.77,3.56,2308
20976,1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969
14157,0.31,Premium,H,VVS2,61.4,59.0,4.35,4.38,2.68,625
25381,0.9,Ideal,I,SI1,61.6,55.0,6.2,6.22,3.82,3908
16881,1.25,Premium,I,SI2,60.1,60.0,6.99,6.95,4.19,4340
2900,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,745
8773,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26,17999
7743,1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21,4914
5984,0.32,Ideal,H,IF,61.6,56.0,4.4,4.43,2.72,796
10049,1.0,Good,G,SI1,61.9,61.0,6.36,6.4,3.95,4859
6630,0.31,Premium,D,VS2,62.6,59.0,4.33,4.3,2.7,942
11135,0.3,Ideal,G,SI1,61.8,56.0,4.34,4.37,2.69,477
13522,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2633
8739,0.52,Ideal,G,VVS2,61.4,55.3,5.18,5.21,3.19,1957
1256,1.41,Very Good,F,SI2,61.4,59.0,7.17,7.2,4.41,7215
15972,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,477
26470,2.1,Premium,I,SI1,61.5,59.0,8.28,8.24,5.08,15818
22203,1.42,Ideal,I,VS2,60.4,55.0,7.28,7.38,4.43,8173
5145,1.2,Very Good,E,SI1,61.0,58.0,6.83,6.88,4.18,6809
15295,0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,852
6773,1.41,Ideal,G,VS1,60.4,57.0,7.31,7.22,4.39,11109
2028,1.01,Good,E,VVS2,63.3,58.0,6.31,6.39,4.02,8752
21900,0.59,Ideal,G,SI1,62.3,55.0,5.37,5.39,3.35,1431
10101,0.7,Ideal,E,VS1,61.0,56.0,5.7,5.77,3.5,3446
13259,1.06,Ideal,H,VS2,62.3,53.0,6.58,6.56,4.09,6619
17860,1.75,Very Good,G,VS1,59.6,60.0,7.76,7.9,4.67,17036
18206,1.2,Very Good,H,VS2,62.5,59.0,6.76,6.72,4.21,6870
14545,0.31,Premium,E,VS2,61.3,60.0,4.32,4.39,2.67,680
4945,0.54,Ideal,H,VVS2,61.6,56.0,5.24,5.27,3.24,1639
19019,0.59,Ideal,D,SI1,61.0,57.0,5.43,5.46,3.32,1816
20616,0.93,Very Good,G,VS1,62.1,59.0,6.16,6.21,3.84,4879
5029,1.11,Premium,H,SI1,62.8,61.0,6.63,6.56,4.14,5315
1269,1.21,Premium,G,SI2,60.9,59.0,6.87,6.82,4.17,4472
11605,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
26326,0.58,Ideal,F,VVS2,61.8,56.0,5.37,5.41,3.33,2263
23093,0.7,Ideal,E,SI2,60.5,56.0,5.8,5.77,3.5,2375
1267,1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
8826,1.2,Premium,E,SI2,62.6,56.0,6.84,6.77,4.26,6397
10855,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,1042
22047,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
11679,2.01,Premium,H,SI1,60.2,58.0,8.06,8.03,4.84,14502
26515,1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,11567
21599,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
21126,0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,802
14178,0.35,Ideal,H,SI1,61.5,56.0,4.56,4.58,2.81,523
25000,0.5,Ideal,D,SI2,61.3,54.0,5.11,5.03,3.11,1063
22313,0.33,Ideal,F,VVS1,,55.0,4.43,4.46,2.75,893
2164,1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89,3959
26034,0.73,Ideal,F,SI1,59.6,57.0,5.88,5.86,3.5,2527
1447,1.87,Premium,H,SI2,,58.0,7.86,7.81,4.9,11037
3518,0.33,Ideal,E,VVS1,61.2,56.0,4.45,4.51,2.74,984
3613,1.12,Ideal,G,VS1,61.1,56.0,6.7,6.73,4.1,8080
22436,1.21,Very Good,H,SI2,61.1,60.0,6.86,6.91,4.21,4991
1023,0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,816
16586,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,4460
22067,1.07,Premium,G,VS2,62.2,58.0,6.54,6.48,4.05,6040
26205,0.36,Ideal,E,VS1,61.5,55.0,4.58,4.66,2.84,753
2686,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,7332
24832,0.51,Ideal,D,VVS2,62.0,55.0,5.13,5.16,3.19,2145
1711,0.78,Very Good,G,VS2,61.7,58.0,5.87,5.92,3.64,3074
7137,1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405
11459,1.01,Very Good,F,SI1,59.7,61.0,6.49,6.55,3.89,4899
19068,1.81,Very Good,I,VS2,62.7,58.0,7.68,7.77,4.84,12822
5654,0.38,Ideal,G,SI1,61.0,55.0,4.69,4.73,2.87,723
21706,0.72,Ideal,E,SI1,62.7,55.0,5.64,5.69,3.55,2886
11875,1.82,Fair,H,I1,67.3,58.0,7.5,7.47,5.04,5993
20810,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1864
21471,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
16157,0.36,Good,F,VS1,63.6,60.0,4.52,4.47,2.86,945
9531,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2344
22526,0.8,Ideal,I,VVS1,61.7,56.0,5.98,5.92,3.67,3181
1904,0.39,Ideal,J,VS2,61.4,57.0,4.66,4.72,2.88,581
24967,1.01,Good,J,VS2,63.3,54.0,6.34,6.42,4.04,3555
8076,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1107
23201,2.22,Fair,G,SI2,64.4,58.0,8.32,8.15,5.3,12508
25618,0.74,Ideal,D,VS2,62.0,57.0,5.79,5.83,3.6,3487
12826,0.45,Very Good,I,VVS1,63.0,56.0,4.88,4.9,3.08,947
24668,0.56,Ideal,G,SI1,62.9,56.0,5.27,5.25,3.31,1345
17899,0.5,Good,D,SI1,61.1,64.0,5.05,5.07,3.09,1374
16484,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3534
25395,0.7,Ideal,G,VVS2,59.9,58.0,5.78,5.8,3.47,3234
235,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2120
20787,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43,431
471,1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676
5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
20724,2.18,Ideal,J,VS2,60.3,57.0,8.41,8.45,5.08,16427
1578,0.4,Premium,D,SI2,62.1,60.0,4.69,4.75,2.93,666
10892,0.24,Ideal,F,VVS2,61.1,57.0,4.03,4.06,2.47,552
8469,0.31,Good,H,SI1,63.6,57.0,4.31,4.28,2.73,558
10163,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57,2720
3223,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68,617
10897,0.69,Very Good,F,VVS2,61.5,60.0,5.64,5.67,3.48,2993
15112,0.91,Premium,I,SI2,62.0,59.0,6.18,6.23,3.85,2913
25016,1.0,Premium,J,VS2,62.0,62.0,6.42,6.35,3.96,3685
1830,0.27,Very Good,F,VVS2,61.3,62.0,4.15,4.2,2.56,552
22199,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4640
6620,1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
9951,0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,795
12198,0.3,Very Good,J,VS2,62.2,57.0,4.28,4.3,2.67,357
15154,0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
19545,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,6819
8817,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2919
19564,0.53,Very Good,I,VS1,61.6,56.7,5.18,5.21,3.2,1286
13338,1.31,Ideal,F,VS1,61.9,54.0,7.03,7.06,4.35,10957
24903,1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
18579,0.92,Fair,I,VS2,64.4,58.0,6.13,6.1,3.94,3033
7302,1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979
9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
23418,0.4,Ideal,H,VVS2,60.8,55.0,4.82,4.79,2.92,1125
7930,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,4964
5808,0.34,Ideal,E,SI1,62.0,57.0,4.46,4.48,2.77,596
13524,0.62,Ideal,H,VS2,61.2,54.0,5.51,5.6,3.4,1616
7323,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,2391
26101,1.11,Ideal,G,SI2,60.7,59.0,6.72,6.76,4.09,5231
19675,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
18006,1.16,Ideal,G,SI2,61.9,56.0,6.73,6.77,4.18,4880
9736,1.01,Good,F,SI2,64.0,56.0,6.25,6.32,4.02,3768
4021,0.73,Fair,F,SI2,53.4,65.0,6.19,6.15,3.3,2164
21356,1.07,Premium,G,VS2,61.9,58.0,6.54,6.55,4.05,6779
181,0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,5767
6046,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
13832,0.31,Ideal,D,VS1,61.1,56.0,4.33,4.37,2.66,713
9583,0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,621
1211,0.72,Ideal,E,SI1,61.3,56.0,5.77,5.81,3.55,2731
13840,0.3,Good,E,VVS1,61.5,62.0,4.28,4.34,2.65,702
12245,0.7,Good,H,VS2,,63.0,5.87,5.92,3.34,2187
21914,1.21,Very Good,G,SI1,63.4,60.0,6.68,6.63,4.22,4637
834,0.25,Premium,E,VS1,60.7,59.0,4.11,4.13,2.5,435
13681,0.32,Ideal,H,IF,60.9,56.0,4.42,4.41,2.69,1080
26490,0.53,Ideal,E,SI2,60.9,57.0,5.21,5.23,3.18,1223
25863,0.9,Fair,G,SI1,72.9,54.0,5.74,5.67,4.16,2691
588,0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776
1721,1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,5281
3192,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
14727,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,10090
9825,0.31,Premium,E,SI1,59.1,59.0,4.44,4.42,2.62,698
19966,2.0,Fair,H,SI2,64.5,56.0,7.93,7.86,5.09,11655
3494,1.21,Premium,G,SI2,60.3,58.0,6.96,6.9,4.18,5529
9157,0.9,Very Good,F,SI1,61.6,58.0,6.12,6.26,3.81,4074
13629,0.63,Ideal,D,SI1,61.5,56.0,5.52,5.53,3.4,1964
25117,0.95,Very Good,I,SI1,63.5,58.0,6.19,6.16,3.92,3378
17257,1.21,Premium,H,VS2,58.8,59.0,7.01,6.98,4.11,6708
2281,0.39,Ideal,F,VVS2,,54.0,4.7,4.72,2.92,988
16194,1.5,Very Good,I,SI1,61.4,62.0,7.26,7.33,4.48,7722
16813,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2877
7165,1.45,Fair,F,SI2,64.4,58.0,7.17,7.11,4.59,6455
26573,0.32,Premium,H,VVS1,62.5,58.0,4.33,4.37,2.72,730
282,2.11,Premium,E,SI2,62.4,61.0,8.19,8.1,5.08,18034
17669,0.97,Very Good,G,SI2,59.8,58.0,6.38,6.42,3.83,3960
25155,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,454
16683,0.3,Premium,E,VS2,61.7,60.0,4.31,4.28,2.65,731
17784,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
10239,1.16,Premium,H,SI1,60.2,59.0,6.84,6.77,4.1,5480
9932,0.54,Very Good,I,SI2,62.9,57.0,5.18,5.21,3.27,1105
26455,2.01,Premium,G,SI2,62.3,60.0,8.04,7.97,4.99,15147
10288,0.9,Ideal,H,VS2,62.4,56.0,6.15,6.18,3.85,4044
4805,0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,750
6580,0.46,Premium,E,VS1,62.0,58.0,4.98,4.95,3.08,1355
26582,1.56,Very Good,J,SI2,62.0,57.0,7.37,7.44,4.59,6662
21238,0.71,Ideal,F,SI1,63.0,54.0,5.73,5.69,3.6,2235
26307,0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,1793
14233,1.5,Premium,F,VS1,62.3,58.0,7.33,7.28,4.55,15291
20315,0.43,Ideal,D,SI2,61.0,57.0,4.81,4.86,2.95,716
13769,1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750
4628,0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6,447
18605,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
15162,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
14907,0.4,Very Good,H,VS1,61.8,53.0,4.76,4.78,2.95,770
7054,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
1412,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,4008
23888,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
25388,0.4,Very Good,D,SI1,,61.0,4.71,4.67,2.96,924
16979,1.22,Very Good,D,SI2,59.0,58.0,6.96,7.08,4.14,6607
7124,1.02,Premium,E,SI1,62.6,58.0,6.44,6.47,4.05,5183
4877,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,2356
14170,0.28,Very Good,E,VS2,60.4,59.0,4.22,4.26,2.56,487
24378,0.7,Ideal,D,VS2,62.3,55.0,5.67,5.7,3.54,3092
6748,1.3,Premium,G,VVS2,60.2,58.0,7.17,7.08,4.29,10763
1067,1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,4196
26685,0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93,1200
14532,0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,531
13908,0.34,Premium,I,SI1,60.4,56.0,4.56,4.54,2.75,589
8895,0.34,Ideal,G,VS2,62.2,53.0,4.46,4.51,2.79,596
17318,0.3,Ideal,G,VS1,61.8,54.0,4.29,4.32,2.66,605
3221,2.0,Fair,H,SI1,65.1,56.0,7.86,7.77,5.09,14430
2505,0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71,2827
20009,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2846
22628,1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02,4299
17287,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
13187,0.31,Premium,G,SI1,62.1,58.0,4.36,4.33,2.7,593
4254,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,961
19936,0.29,Very Good,H,SI2,60.7,60.0,4.33,4.37,2.64,404
12065,0.71,Ideal,E,SI1,61.3,55.0,5.72,5.77,3.52,2792
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
24614,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
1254,0.9,Very Good,E,SI2,59.5,61.0,6.24,6.3,3.73,3139
2081,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
26917,0.5,Premium,H,SI1,60.2,61.0,5.16,5.14,3.1,1141
23194,0.7,Premium,G,VS2,58.1,55.0,5.83,5.8,3.38,2657
831,0.37,Ideal,H,IF,61.7,53.0,4.66,4.68,2.88,936
19389,0.3,Premium,G,IF,58.4,62.0,4.43,4.4,2.58,1071
10787,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,4443
19758,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,1907
20463,0.41,Very Good,G,VVS2,63.3,59.0,4.69,4.71,2.97,1051
